statistic,statistic_label,tlist(a1),year,c02480v03003,type_of_offence,c02479v04377,garda_region,unit,value
RCD06C04,Crime incident detection rate,2018,2018,7,Burglary and Related Offences,40,Southern Region,%,24.0
RCD06C04,Crime incident detection rate,2018,2018,7,Burglary and Related Offences,IE0,State,%,18.0
RCD06C04,Crime incident detection rate,2018,2018,8,Theft and Related Offences,10,Dublin Metropolitan Region,%,31.0
RCD06C04,Crime incident detection rate,2018,2018,8,Theft and Related Offences,20,North Western Region,%,39.0
RCD06C04,Crime incident detection rate,2018,2018,8,Theft and Related Offences,30,Eastern Region,%,35.0
RCD06C04,Crime incident detection rate,2018,2018,8,Theft and Related Offences,40,Southern Region,%,44.0
RCD06C04,Crime incident detection rate,2018,2018,8,Theft and Related Offences,IE0,State,%,35.0
RCD06C04,Crime incident detection rate,2018,2018,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,%,27.0
RCD06C04,Crime incident detection rate,2018,2018,9,"Fraud, Deception and Related Offences",20,North Western Region,%,34.0
RCD06C04,Crime incident detection rate,2018,2018,9,"Fraud, Deception and Related Offences",30,Eastern Region,%,26.0
RCD06C04,Crime incident detection rate,2018,2018,9,"Fraud, Deception and Related Offences",40,Southern Region,%,32.0
RCD06C04,Crime incident detection rate,2018,2018,9,"Fraud, Deception and Related Offences",IE0,State,%,29.0
RCD06C04,Crime incident detection rate,2018,2018,10,Controlled Drug Offences,10,Dublin Metropolitan Region,%,90.0
RCD06C04,Crime incident detection rate,2018,2018,10,Controlled Drug Offences,20,North Western Region,%,91.0
RCD06C04,Crime incident detection rate,2018,2018,10,Controlled Drug Offences,30,Eastern Region,%,95.0
RCD06C04,Crime incident detection rate,2018,2018,10,Controlled Drug Offences,40,Southern Region,%,95.0
RCD06C04,Crime incident detection rate,2018,2018,10,Controlled Drug Offences,IE0,State,%,92.0
RCD06C04,Crime incident detection rate,2018,2018,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,%,81.0
RCD06C04,Crime incident detection rate,2018,2018,11,Weapons and Explosives Offences,20,North Western Region,%,70.0
RCD06C04,Crime incident detection rate,2018,2018,11,Weapons and Explosives Offences,30,Eastern Region,%,79.0
RCD06C04,Crime incident detection rate,2018,2018,11,Weapons and Explosives Offences,40,Southern Region,%,80.0
RCD06C04,Crime incident detection rate,2018,2018,11,Weapons and Explosives Offences,IE0,State,%,79.0
RCD06C04,Crime incident detection rate,2018,2018,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,%,17.0
RCD06C04,Crime incident detection rate,2018,2018,12,Damage to Property and to the Environment,20,North Western Region,%,23.0
RCD06C04,Crime incident detection rate,2018,2018,12,Damage to Property and to the Environment,30,Eastern Region,%,21.0
RCD06C04,Crime incident detection rate,2018,2018,12,Damage to Property and to the Environment,40,Southern Region,%,24.0
RCD06C04,Crime incident detection rate,2018,2018,12,Damage to Property and to the Environment,IE0,State,%,20.0
RCD06C04,Crime incident detection rate,2018,2018,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,%,81.0
RCD06C04,Crime incident detection rate,2018,2018,13,Public Order and other Social Code Offences,20,North Western Region,%,86.0
RCD06C04,Crime incident detection rate,2018,2018,13,Public Order and other Social Code Offences,30,Eastern Region,%,83.0
RCD06C04,Crime incident detection rate,2018,2018,13,Public Order and other Social Code Offences,40,Southern Region,%,88.0
RCD06C04,Crime incident detection rate,2018,2018,13,Public Order and other Social Code Offences,IE0,State,%,84.0
RCD06C04,Crime incident detection rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,%,60.0
RCD06C04,Crime incident detection rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,%,55.0
RCD06C04,Crime incident detection rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,%,50.0
RCD06C04,Crime incident detection rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,%,53.0
RCD06C04,Crime incident detection rate,2018,2018,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,%,56.0
RCD06C04,Crime incident detection rate,2019,2019,1,Homicide Offences,10,Dublin Metropolitan Region,%,72.0
RCD06C04,Crime incident detection rate,2019,2019,1,Homicide Offences,20,North Western Region,%,83.0
RCD06C04,Crime incident detection rate,2019,2019,1,Homicide Offences,30,Eastern Region,%,73.0
RCD06C04,Crime incident detection rate,2019,2019,1,Homicide Offences,40,Southern Region,%,0.0
RCD06C04,Crime incident detection rate,2019,2019,1,Homicide Offences,IE0,State,%,81.0
RCD06C04,Crime incident detection rate,2019,2019,2,Sexual Offences,10,Dublin Metropolitan Region,%,23.0
RCD06C04,Crime incident detection rate,2019,2019,2,Sexual Offences,20,North Western Region,%,26.0
RCD06C04,Crime incident detection rate,2019,2019,2,Sexual Offences,30,Eastern Region,%,27.0
RCD06C04,Crime incident detection rate,2019,2019,2,Sexual Offences,40,Southern Region,%,30.0
RCD06C04,Crime incident detection rate,2019,2019,2,Sexual Offences,IE0,State,%,26.0
RCD06C04,Crime incident detection rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,%,23.0
RCD06C04,Crime incident detection rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,%,45.0
RCD06C04,Crime incident detection rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,%,41.0
RCD06C04,Crime incident detection rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,%,42.0
RCD06C04,Crime incident detection rate,2019,2019,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,%,36.0
RCD06C04,Crime incident detection rate,2019,2019,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,%,84.0
RCD06C04,Crime incident detection rate,2019,2019,4,Dangerous or Negligent Acts,20,North Western Region,%,91.0
RCD06C04,Crime incident detection rate,2019,2019,4,Dangerous or Negligent Acts,30,Eastern Region,%,87.0
RCD06C04,Crime incident detection rate,2019,2019,4,Dangerous or Negligent Acts,40,Southern Region,%,88.0
RCD06C04,Crime incident detection rate,2019,2019,4,Dangerous or Negligent Acts,IE0,State,%,88.0
RCD06C04,Crime incident detection rate,2019,2019,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,%,31.0
RCD06C04,Crime incident detection rate,2019,2019,5,Kidnapping and Related Offences,20,North Western Region,%,33.0
RCD06C04,Crime incident detection rate,2019,2019,5,Kidnapping and Related Offences,30,Eastern Region,%,45.0
RCD06C04,Crime incident detection rate,2019,2019,5,Kidnapping and Related Offences,40,Southern Region,%,24.0
RCD06C04,Crime incident detection rate,2019,2019,5,Kidnapping and Related Offences,IE0,State,%,31.0
RCD06C04,Crime incident detection rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,%,28.0
RCD06C04,Crime incident detection rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,%,40.0
RCD06C04,Crime incident detection rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,%,44.0
RCD06C04,Crime incident detection rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,%,49.0
RCD06C04,Crime incident detection rate,2019,2019,6,"Robbery, Extortion and Hijacking Offences",IE0,State,%,33.0
RCD06C04,Crime incident detection rate,2019,2019,7,Burglary and Related Offences,10,Dublin Metropolitan Region,%,14.0
RCD06C04,Crime incident detection rate,2019,2019,7,Burglary and Related Offences,20,North Western Region,%,20.0
RCD06C04,Crime incident detection rate,2019,2019,7,Burglary and Related Offences,30,Eastern Region,%,15.0
RCD06C04,Crime incident detection rate,2019,2019,7,Burglary and Related Offences,40,Southern Region,%,23.0
RCD06C04,Crime incident detection rate,2019,2019,7,Burglary and Related Offences,IE0,State,%,16.0
RCD06C04,Crime incident detection rate,2019,2019,8,Theft and Related Offences,10,Dublin Metropolitan Region,%,30.0
RCD06C04,Crime incident detection rate,2019,2019,8,Theft and Related Offences,20,North Western Region,%,40.0
RCD06C04,Crime incident detection rate,2019,2019,8,Theft and Related Offences,30,Eastern Region,%,38.0
RCD06C04,Crime incident detection rate,2019,2019,8,Theft and Related Offences,40,Southern Region,%,43.0
RCD06C04,Crime incident detection rate,2019,2019,8,Theft and Related Offences,IE0,State,%,35.0
RCD06C04,Crime incident detection rate,2019,2019,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,%,24.0
RCD06C04,Crime incident detection rate,2019,2019,9,"Fraud, Deception and Related Offences",20,North Western Region,%,31.0
RCD06C04,Crime incident detection rate,2019,2019,9,"Fraud, Deception and Related Offences",30,Eastern Region,%,28.0
RCD06C04,Crime incident detection rate,2019,2019,9,"Fraud, Deception and Related Offences",40,Southern Region,%,32.0
RCD06C04,Crime incident detection rate,2019,2019,9,"Fraud, Deception and Related Offences",IE0,State,%,28.0
RCD06C04,Crime incident detection rate,2019,2019,10,Controlled Drug Offences,10,Dublin Metropolitan Region,%,92.0
RCD06C04,Crime incident detection rate,2019,2019,10,Controlled Drug Offences,20,North Western Region,%,93.0
RCD06C04,Crime incident detection rate,2019,2019,10,Controlled Drug Offences,30,Eastern Region,%,96.0
RCD06C04,Crime incident detection rate,2019,2019,10,Controlled Drug Offences,40,Southern Region,%,94.0
RCD06C04,Crime incident detection rate,2019,2019,10,Controlled Drug Offences,IE0,State,%,94.0
RCD06C04,Crime incident detection rate,2019,2019,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,%,78.0
RCD06C04,Crime incident detection rate,2019,2019,11,Weapons and Explosives Offences,20,North Western Region,%,71.0
RCD06C04,Crime incident detection rate,2019,2019,11,Weapons and Explosives Offences,30,Eastern Region,%,73.0
RCD06C04,Crime incident detection rate,2019,2019,11,Weapons and Explosives Offences,40,Southern Region,%,84.0
RCD06C04,Crime incident detection rate,2019,2019,11,Weapons and Explosives Offences,IE0,State,%,77.0
RCD06C04,Crime incident detection rate,2019,2019,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,%,17.0
RCD06C04,Crime incident detection rate,2019,2019,12,Damage to Property and to the Environment,20,North Western Region,%,27.0
RCD06C04,Crime incident detection rate,2019,2019,12,Damage to Property and to the Environment,30,Eastern Region,%,22.0
RCD06C04,Crime incident detection rate,2019,2019,12,Damage to Property and to the Environment,40,Southern Region,%,25.0
RCD06C04,Crime incident detection rate,2019,2019,12,Damage to Property and to the Environment,IE0,State,%,22.0
RCD06C04,Crime incident detection rate,2019,2019,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,%,81.0
RCD06C04,Crime incident detection rate,2019,2019,13,Public Order and other Social Code Offences,20,North Western Region,%,89.0
RCD06C04,Crime incident detection rate,2019,2019,13,Public Order and other Social Code Offences,30,Eastern Region,%,85.0
RCD06C04,Crime incident detection rate,2019,2019,13,Public Order and other Social Code Offences,40,Southern Region,%,90.0
RCD06C04,Crime incident detection rate,2019,2019,13,Public Order and other Social Code Offences,IE0,State,%,86.0
RCD06C04,Crime incident detection rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,%,57.0
RCD06C04,Crime incident detection rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,%,49.0
RCD06C04,Crime incident detection rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,%,46.0
RCD06C04,Crime incident detection rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,%,52.0
RCD06C04,Crime incident detection rate,2019,2019,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,%,54.0
RCD06C04,Crime incident detection rate,2020,2020,1,Homicide Offences,10,Dublin Metropolitan Region,%,87.0
RCD06C04,Crime incident detection rate,2020,2020,1,Homicide Offences,20,North Western Region,%,64.0
RCD06C04,Crime incident detection rate,2020,2020,1,Homicide Offences,30,Eastern Region,%,0.0
RCD06C04,Crime incident detection rate,2020,2020,1,Homicide Offences,40,Southern Region,%,84.0
RCD06C04,Crime incident detection rate,2020,2020,1,Homicide Offences,IE0,State,%,85.0
RCD06C04,Crime incident detection rate,2020,2020,2,Sexual Offences,10,Dublin Metropolitan Region,%,23.0
RCD06C04,Crime incident detection rate,2020,2020,2,Sexual Offences,20,North Western Region,%,20.0
RCD06C04,Crime incident detection rate,2020,2020,2,Sexual Offences,30,Eastern Region,%,32.0
RCD06C04,Crime incident detection rate,2020,2020,2,Sexual Offences,40,Southern Region,%,27.0
RCD06C04,Crime incident detection rate,2020,2020,2,Sexual Offences,IE0,State,%,26.0
RCD06C04,Crime incident detection rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,%,31.0
RCD06C04,Crime incident detection rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,%,45.0
RCD06C04,Crime incident detection rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,%,46.0
RCD06C04,Crime incident detection rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,%,43.0
RCD06C04,Crime incident detection rate,2020,2020,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,%,40.0
RCD06C04,Crime incident detection rate,2020,2020,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,%,86.0
RCD06C04,Crime incident detection rate,2020,2020,4,Dangerous or Negligent Acts,20,North Western Region,%,91.0
RCD06C04,Crime incident detection rate,2020,2020,4,Dangerous or Negligent Acts,30,Eastern Region,%,89.0
RCD06C04,Crime incident detection rate,2020,2020,4,Dangerous or Negligent Acts,40,Southern Region,%,86.0
RCD06C04,Crime incident detection rate,2020,2020,4,Dangerous or Negligent Acts,IE0,State,%,88.0
RCD06C04,Crime incident detection rate,2020,2020,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,%,52.0
RCD06C04,Crime incident detection rate,2020,2020,5,Kidnapping and Related Offences,20,North Western Region,%,47.0
RCD06C04,Crime incident detection rate,2020,2020,5,Kidnapping and Related Offences,30,Eastern Region,%,39.0
RCD06C04,Crime incident detection rate,2020,2020,5,Kidnapping and Related Offences,40,Southern Region,%,67.0
RCD06C04,Crime incident detection rate,2020,2020,5,Kidnapping and Related Offences,IE0,State,%,51.0
RCD06C04,Crime incident detection rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,%,33.0
RCD06C04,Crime incident detection rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,%,37.0
RCD06C04,Crime incident detection rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,%,47.0
RCD06C04,Crime incident detection rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,%,50.0
RCD06C04,Crime incident detection rate,2020,2020,6,"Robbery, Extortion and Hijacking Offences",IE0,State,%,37.0
RCD06C04,Crime incident detection rate,2020,2020,7,Burglary and Related Offences,10,Dublin Metropolitan Region,%,23.0
RCD06C04,Crime incident detection rate,2020,2020,7,Burglary and Related Offences,20,North Western Region,%,24.0
RCD06C04,Crime incident detection rate,2020,2020,7,Burglary and Related Offences,30,Eastern Region,%,21.0
RCD06C04,Crime incident detection rate,2020,2020,7,Burglary and Related Offences,40,Southern Region,%,31.0
RCD06C04,Crime incident detection rate,2020,2020,7,Burglary and Related Offences,IE0,State,%,24.0
RCD06C04,Crime incident detection rate,2020,2020,8,Theft and Related Offences,10,Dublin Metropolitan Region,%,33.0
RCD06C04,Crime incident detection rate,2020,2020,8,Theft and Related Offences,20,North Western Region,%,42.0
RCD06C04,Crime incident detection rate,2020,2020,8,Theft and Related Offences,30,Eastern Region,%,39.0
RCD06C04,Crime incident detection rate,2020,2020,8,Theft and Related Offences,40,Southern Region,%,48.0
RCD06C04,Crime incident detection rate,2020,2020,8,Theft and Related Offences,IE0,State,%,38.0
RCD06C04,Crime incident detection rate,2020,2020,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,%,25.0
RCD06C04,Crime incident detection rate,2020,2020,9,"Fraud, Deception and Related Offences",20,North Western Region,%,27.0
RCD06C04,Crime incident detection rate,2020,2020,9,"Fraud, Deception and Related Offences",30,Eastern Region,%,27.0
RCD06C04,Crime incident detection rate,2020,2020,9,"Fraud, Deception and Related Offences",40,Southern Region,%,30.0
RCD06C04,Crime incident detection rate,2020,2020,9,"Fraud, Deception and Related Offences",IE0,State,%,26.0
RCD06C04,Crime incident detection rate,2020,2020,10,Controlled Drug Offences,10,Dublin Metropolitan Region,%,92.0
RCD06C04,Crime incident detection rate,2020,2020,10,Controlled Drug Offences,20,North Western Region,%,91.0
RCD06C04,Crime incident detection rate,2020,2020,10,Controlled Drug Offences,30,Eastern Region,%,95.0
RCD06C04,Crime incident detection rate,2020,2020,10,Controlled Drug Offences,40,Southern Region,%,93.0
RCD06C04,Crime incident detection rate,2020,2020,10,Controlled Drug Offences,IE0,State,%,93.0
RCD06C04,Crime incident detection rate,2020,2020,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,%,81.0
RCD06C04,Crime incident detection rate,2020,2020,11,Weapons and Explosives Offences,20,North Western Region,%,75.0
RCD06C04,Crime incident detection rate,2020,2020,11,Weapons and Explosives Offences,30,Eastern Region,%,75.0
RCD06C04,Crime incident detection rate,2020,2020,11,Weapons and Explosives Offences,40,Southern Region,%,81.0
RCD06C04,Crime incident detection rate,2020,2020,11,Weapons and Explosives Offences,IE0,State,%,79.0
RCD06C04,Crime incident detection rate,2020,2020,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,%,23.0
RCD06C04,Crime incident detection rate,2020,2020,12,Damage to Property and to the Environment,20,North Western Region,%,26.0
RCD06C04,Crime incident detection rate,2020,2020,12,Damage to Property and to the Environment,30,Eastern Region,%,27.0
RCD06C04,Crime incident detection rate,2020,2020,12,Damage to Property and to the Environment,40,Southern Region,%,27.0
RCD06C04,Crime incident detection rate,2020,2020,12,Damage to Property and to the Environment,IE0,State,%,25.0
RCD06C04,Crime incident detection rate,2020,2020,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,%,86.0
RCD06C04,Crime incident detection rate,2020,2020,13,Public Order and other Social Code Offences,20,North Western Region,%,87.0
RCD06C04,Crime incident detection rate,2020,2020,13,Public Order and other Social Code Offences,30,Eastern Region,%,84.0
RCD06C04,Crime incident detection rate,2020,2020,13,Public Order and other Social Code Offences,40,Southern Region,%,90.0
RCD06C04,Crime incident detection rate,2020,2020,13,Public Order and other Social Code Offences,IE0,State,%,87.0
RCD06C04,Crime incident detection rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,%,64.0
RCD06C04,Crime incident detection rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,%,62.0
RCD06C04,Crime incident detection rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,%,58.0
RCD06C04,Crime incident detection rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,%,52.0
RCD06C04,Crime incident detection rate,2020,2020,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,%,60.0
RCD06C04,Crime incident detection rate,2021,2021,1,Homicide Offences,10,Dublin Metropolitan Region,%,89.0
RCD06C04,Crime incident detection rate,2021,2021,1,Homicide Offences,20,North Western Region,%,83.0
RCD06C04,Crime incident detection rate,2021,2021,1,Homicide Offences,30,Eastern Region,%,92.0
RCD06C04,Crime incident detection rate,2021,2021,1,Homicide Offences,40,Southern Region,%,92.0
RCD06C04,Crime incident detection rate,2021,2021,1,Homicide Offences,IE0,State,%,89.0
RCD06C04,Crime incident detection rate,2021,2021,2,Sexual Offences,10,Dublin Metropolitan Region,%,22.0
RCD06C04,Crime incident detection rate,2021,2021,2,Sexual Offences,20,North Western Region,%,18.0
RCD06C04,Crime incident detection rate,2021,2021,2,Sexual Offences,30,Eastern Region,%,28.0
RCD06C04,Crime incident detection rate,2021,2021,2,Sexual Offences,40,Southern Region,%,24.0
RCD06C04,Crime incident detection rate,2021,2021,2,Sexual Offences,IE0,State,%,23.0
RCD06C04,Crime incident detection rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,%,26.0
RCD06C04,Crime incident detection rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,%,40.0
RCD06C04,Crime incident detection rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,%,44.0
RCD06C04,Crime incident detection rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,%,39.0
RCD06C04,Crime incident detection rate,2021,2021,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,%,36.0
RCD06C04,Crime incident detection rate,2021,2021,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,%,84.0
RCD06C04,Crime incident detection rate,2021,2021,4,Dangerous or Negligent Acts,20,North Western Region,%,90.0
RCD06C04,Crime incident detection rate,2021,2021,4,Dangerous or Negligent Acts,30,Eastern Region,%,90.0
RCD06C04,Crime incident detection rate,2021,2021,4,Dangerous or Negligent Acts,40,Southern Region,%,85.0
RCD06C04,Crime incident detection rate,2021,2021,4,Dangerous or Negligent Acts,IE0,State,%,87.0
RCD06C04,Crime incident detection rate,2021,2021,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,%,35.0
RCD06C04,Crime incident detection rate,2021,2021,5,Kidnapping and Related Offences,20,North Western Region,%,40.0
RCD06C04,Crime incident detection rate,2021,2021,5,Kidnapping and Related Offences,30,Eastern Region,%,54.0
RCD06C04,Crime incident detection rate,2021,2021,5,Kidnapping and Related Offences,40,Southern Region,%,47.0
RCD06C04,Crime incident detection rate,2021,2021,5,Kidnapping and Related Offences,IE0,State,%,44.0
RCD06C04,Crime incident detection rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,%,28.0
RCD06C04,Crime incident detection rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,%,21.0
RCD06C04,Crime incident detection rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,%,38.0
RCD06C04,Crime incident detection rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,%,43.0
RCD06C04,Crime incident detection rate,2021,2021,6,"Robbery, Extortion and Hijacking Offences",IE0,State,%,30.0
RCD06C04,Crime incident detection rate,2021,2021,7,Burglary and Related Offences,10,Dublin Metropolitan Region,%,21.0
RCD06C04,Crime incident detection rate,2021,2021,7,Burglary and Related Offences,20,North Western Region,%,17.0
RCD06C04,Crime incident detection rate,2021,2021,7,Burglary and Related Offences,30,Eastern Region,%,20.0
RCD06C04,Crime incident detection rate,2021,2021,7,Burglary and Related Offences,40,Southern Region,%,30.0
RCD06C04,Crime incident detection rate,2021,2021,7,Burglary and Related Offences,IE0,State,%,22.0
RCD06C04,Crime incident detection rate,2021,2021,8,Theft and Related Offences,10,Dublin Metropolitan Region,%,31.0
RCD06C04,Crime incident detection rate,2021,2021,8,Theft and Related Offences,20,North Western Region,%,37.0
RCD06C04,Crime incident detection rate,2021,2021,8,Theft and Related Offences,30,Eastern Region,%,39.0
RCD06C04,Crime incident detection rate,2021,2021,8,Theft and Related Offences,40,Southern Region,%,42.0
RCD06C04,Crime incident detection rate,2021,2021,8,Theft and Related Offences,IE0,State,%,35.0
RCD06C04,Crime incident detection rate,2021,2021,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,%,10.0
RCD06C04,Crime incident detection rate,2021,2021,9,"Fraud, Deception and Related Offences",20,North Western Region,%,8.0
RCD06C04,Crime incident detection rate,2021,2021,9,"Fraud, Deception and Related Offences",30,Eastern Region,%,9.0
RCD06C04,Crime incident detection rate,2021,2021,9,"Fraud, Deception and Related Offences",40,Southern Region,%,9.0
RCD06C04,Crime incident detection rate,2021,2021,9,"Fraud, Deception and Related Offences",IE0,State,%,9.0
RCD06C04,Crime incident detection rate,2021,2021,10,Controlled Drug Offences,10,Dublin Metropolitan Region,%,89.0
RCD06C04,Crime incident detection rate,2021,2021,10,Controlled Drug Offences,20,North Western Region,%,86.0
RCD06C04,Crime incident detection rate,2021,2021,10,Controlled Drug Offences,30,Eastern Region,%,93.0
RCD06C04,Crime incident detection rate,2021,2021,10,Controlled Drug Offences,40,Southern Region,%,92.0
RCD06C04,Crime incident detection rate,2021,2021,10,Controlled Drug Offences,IE0,State,%,91.0
RCD06C04,Crime incident detection rate,2021,2021,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,%,80.0
RCD06C04,Crime incident detection rate,2021,2021,11,Weapons and Explosives Offences,20,North Western Region,%,69.0
RCD06C04,Crime incident detection rate,2021,2021,11,Weapons and Explosives Offences,30,Eastern Region,%,72.0
RCD06C04,Crime incident detection rate,2021,2021,11,Weapons and Explosives Offences,40,Southern Region,%,74.0
RCD06C04,Crime incident detection rate,2021,2021,11,Weapons and Explosives Offences,IE0,State,%,76.0
RCD06C04,Crime incident detection rate,2021,2021,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,%,21.0
RCD06C04,Crime incident detection rate,2021,2021,12,Damage to Property and to the Environment,20,North Western Region,%,24.0
RCD06C04,Crime incident detection rate,2021,2021,12,Damage to Property and to the Environment,30,Eastern Region,%,24.0
RCD06C04,Crime incident detection rate,2021,2021,12,Damage to Property and to the Environment,40,Southern Region,%,25.0
RCD06C04,Crime incident detection rate,2021,2021,12,Damage to Property and to the Environment,IE0,State,%,23.0
RCD06C04,Crime incident detection rate,2021,2021,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,%,84.0
RCD06C04,Crime incident detection rate,2021,2021,13,Public Order and other Social Code Offences,20,North Western Region,%,84.0
RCD06C04,Crime incident detection rate,2021,2021,13,Public Order and other Social Code Offences,30,Eastern Region,%,85.0
RCD06C04,Crime incident detection rate,2021,2021,13,Public Order and other Social Code Offences,40,Southern Region,%,89.0
RCD06C04,Crime incident detection rate,2021,2021,13,Public Order and other Social Code Offences,IE0,State,%,85.0
RCD06C04,Crime incident detection rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,%,62.0
RCD06C04,Crime incident detection rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,%,64.0
RCD06C04,Crime incident detection rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,%,50.0
RCD06C04,Crime incident detection rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,%,52.0
RCD06C04,Crime incident detection rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,%,58.0
RCD06C04,Crime incident detection rate,2022,2022,1,Homicide Offences,10,Dublin Metropolitan Region,%,74.0
RCD06C04,Crime incident detection rate,2022,2022,1,Homicide Offences,20,North Western Region,%,71.0
RCD06C04,Crime incident detection rate,2022,2022,1,Homicide Offences,30,Eastern Region,%,96.0
RCD06C04,Crime incident detection rate,2022,2022,1,Homicide Offences,40,Southern Region,%,89.0
RCD06C04,Crime incident detection rate,2022,2022,1,Homicide Offences,IE0,State,%,84.0
RCD06C04,Crime incident detection rate,2022,2022,2,Sexual Offences,10,Dublin Metropolitan Region,%,15.0
RCD06C04,Crime incident detection rate,2022,2022,2,Sexual Offences,20,North Western Region,%,14.0
RCD06C04,Crime incident detection rate,2022,2022,2,Sexual Offences,30,Eastern Region,%,20.0
